acute alcoholic intoxication	3
acute and chronic gastritis	2
acute blood loss anaemia	6
acute contagious conjunctivitis (disorder)	3
acute diffuse otitis externa	5
acute exudative glomerulonephritis	2
acute hiv infection (disorder)	2
acute idiopathic facial neuropathy	2
acute infective rhinitis	12
acute inflammation of nasal sinus	5
acute myelogenous leukemia (aml)	2
acute stress disorder (disorder)	4
acute stress disorders	4
acute subglottic laryngitis (disorder)	2
acute upper respiratory infection	10
added sugars	4
addict	7
addiction	105
addiction alcohol	5
adenoids	10
adenomatous polyps	4
adenopathies	2
adhd assessment	3
adhd child	5
adhesions within uterus	4
adolescent immunizations	5
adopted	2
adrenocorticol insufficiency	2
adriamycin	7
adult acne	31
adult adhd symptoms	2
adult daycare	2
adult diabetes	36
adult shots	3
adult-onset diabetes	3
aerial acrobatics	2
aerobic capacity	2
aerobic exercise	64
af	12
affair	4
affect	26
affective	4
african american skin	2
african americans	10
after morning pill	2
age 12 and older-emergencies	2
age spot	3
ages 2 to 5 years-other places to get help	2
agriculture	2
ai - alcohol intake	2
aids prevention	12
air abrasion	2
air pollution heart risk	2
airbrush tan	2
airsickness	3
alanis pregnancy	2
alcohol abuse rehabilitation	4
alcohol and drug problems	14
alcohol breast cancer	3
alcohol content	2
alcohol drinking behaviour	5
alcohol withdrawal	9
alcoholic drinks	3
alcoholism addition treatment	4
aldactone	11
alertness	9
alesse	4
alfuzosin	3
alkaline phosphatase measurement	2
allergens radioimmunosorbent assay	2
allergic contact dermatitis	11
allergic dermatitis	4
allergic purpura (disorder)	2
allergic rash due to drugs	2
allergic reaction to drug	4
allergic skin reaction due to cosmetic contact	5
allergies at school	2
allergies medication	3
allergy home treatment	2
allergy medication	7
allergy season	2
allergy to drug	3
allergy types	2
aloe vera	5
alpha-1-antitrypsin deficiency	13
alpha-glucosidase inhibitors	2
alteplase	3
alternative remedies	8
alvac	3
always	2
alzheimer	12
alzheimer's blood test	2
alzheimer's disease medications	2
alzheimer's disease therapy - cholinesterase inhibitors	8
alzheimer's disease treatment	8
alzheimer's information	4
alzheimer's mri	2
alzheimer’s	50
alzheimer’s test	2
alzheimer’s treatment	4
amanda dempsey	2
ambien cr	4
ambulatory care	5
american academy of pediatrics	20
american animal hospital association	2
american heart association	34
american pain foundation	3
american society for reproductive medicine	2
american society of plastic surgeons	4
amino acid	4
amiodarone	11
ammoniacal napkin dermatitis	3
amphetamine	5
amputation through foot (procedure)	2
amputations below knee	2
amyloid beta-protein (40-42)	3
ana-kit	5
anaemias	4
anaesthetics local	2
anal fissure	14
anal glands	2
analgesia epidural	2
analgesic overuse headache	4
analysis urine	2
anamnesis	7
anaphylactic	6
anaphylactic reaction to food	5
and altered alertness	6
and ankle injuries	3
and radiological supervision and interpretation	2
and wrist injuries	8
andrew feinberg	2
andrew speaker mdr tb	2
android	3
anemia cells sickle	3
anemia due to chronic blood loss	5
anesthesia for surgery	2
angel food cake	2
angina at rest	2
angio oedema	2
angioma cavernosum	2
angioplasty heart attack	2
angiotensin	4
angle recession glaucoma	2
ankle fracture	6
ankle joint pain	4
ankle joint pain (finding)	4
ankle sprains	4
ankles sprain	4
anne rice	2
anogenital herpes simplex virus infection	2
anp	2
antabuse	5
anterior cruciate ligament (acl) injuries	4
anthocyanins	8
anti arrhythmia agents	2
anti-clotting drug	3
anti-inflammatory pain relievers	2
anti-wrinkle cosmetics	2
antiandrogens	2
antiarrhythmia	2
antibiotics	162
anticoagulants	27
antidiabetic agents	3
antigenic drift	2
antihyperglycemic - dipeptidyl peptidase-4 (dpp-4) inhibitors	5
antineoplastic - monoclonal antibodies	3
antineoplastic - selective estrogen receptor modulators (serms)	4
antineoplastic antibiotic - anthracyclines	3
antiooxidents	2
antioxidant	35
antipsychotic drug therapy	2
antiretroviral therapy	14
antiseizure	5
antiseizure drug	3
antisocial	2
antithrombin iii deficiency	2
antithrombotic agents	4
anus	26
anxiety dizziness	2
anxiety drugs	2
anxiety treatments	2
aortic aneurysm in the chest	5
aortic aneurysms	4
aortitis	6
aortocoronary bypass for heart revascularization	3
apathy	2
aphasia	12
apnea infant	2
appeal	2
appedicitis	2
appendectomies	2
appendectomy procedures	2
appendicectomies	2
apple salad	2
approval	6
apricots	6
arachnophobia	2
aralen	2
arb	19
archives of dermatology	2
area	54
arm emergency	2
arm flab	2
arm injuries	14
arm injury	9
arm swelling	8
armoracia rusticana	2
armpit boil	2
army rangers	2
arrest	5
arteriogram	3
arteriography	4
arteriovenous malformation	2
artery bypass	5
artery plaque	8
arthritis exercises	4
arthritis mutilans	2
arthritis pain relievers	2
arthritis statistics	4
arthritis therapy	3
arthritis types	2
arthroplasty	13
arthroscopic knee procedure	2
arthroscopic knee surgery	3
arthroscopic surgery knee	3
arthrosis	2
arthur agatston	3
artificial pancreas	10
artirial fibrillation	2
arvd	2
asa	32
asacol	2
asbestos exposure	2
ashley judd	3
asparagus recipe	2
asperger	3
aspergillosis	3
aspergillus	2
aspirate	2
aspiration pneumonias	2
aspirin overdose	2
aspirin resistance	5
asps	2
assault by bite of human being	2
assistive	2
assistive technology	7
asssited living	2
asthma cause	2
asthma cities	2
asthma diagnosis	3
asthma drugs	14
asthma facts	4
asthma gene	2
asthma management	4
asthma relief	4
asthma study	2
asthma therapy - leukotriene modulators	4
asthma therapy - monoclonal antibodies to immunoglobulin e (ige)	2
asthma treatments	7
asthma triggers	32
asthmatics	17
astrazeneca	2
at risk for falls	6
at risk for stroke	4
at risk of diabetes mellitus	9
ataxic cerebral palsy	5
atherosclerosis risk	2
athletics	16
atomic microscope	2
atonic seizure	2
atopic dermatitides	2
atria	3
atrial	5
atrial fibrillations	2
atrial flutter	9
atrioseptal defect	2
attacks	22
attempt	7
attention deficit hyperkinetic disorder	2
attractive	2
atypical	5
atypical depression	6
auditory testing (procedure)	4
auditory tube disorder	3
augmentation of urinary bladder (procedure)	2
auricular fibrillation	2
autism brain	4
autism families	2
autism incidence	2
autism measles	3
autism mmr	3
autism numbers	2
autism spectrum disorders	91
autism thimerosal	5
auto-immune disorder	2
autofocus	2
autoimmune diseases	27
autoimmunity	4
automated lamellar keratoplasty	2
automatic cardiac defibrillator	3
autonomic	3
autosomal recessive glutaric aciduria	2
avandamet	9
avandia heart attack risk	2
avandia osteoporosis	2
avastin breast cancer	6
avm glue	3
avonex	12
avr	3
awake during surgery	2
awakening	2
awareness	10
away from home	2
axillary lymph node dissection	2
axiron	6
azithromycin	18
b 12	2
b vitamins	12
babbling	2
baby app	4
baby bassinet	2
baby blues	18
baby car seat	4
baby care	15
baby choking	2
baby development calendar	2
baby development what to expect	12
baby foods	6
baby formulas	2
baby growth chart	2
baby hygiene	3
baby questions	7
baby supplies	3
baby tub	2
baby with lupus	2
baby words	2
baby's room	2
back ct scan	2
back pain	500
back problems and injuries	10
back to school asthma plan	2
backaches	14
baclofen intrathecal	2
bacteria	202
bacteria in home	4
bacterial vaginitis	2
bacterial venereal disease	2
bad bite	2
bad breath halitosis	2
bad fats	3
balance directories	2
bald spot	3
balloon mitral valvotomy	3
banked umbilical cord blood	6
barbecue	8
bariatric	5
barium enemas	3
barium x-ray	2
barr pharmaceuticals	2
barrett's esophagus	33
barron banding of haemorrhoids	3
bartholin cysts gland	2
baseball finger	3
baseline	2
bat wings	3
bathing infant	8
bathing suits	3
bathroom hygiene	2
batteries	5
battery ingestion	2
battle's sign	2
bbq	10
bbx - bronchoscopy and biopsy	4
bcp	10
beach	21
beating heart transplant	3
beautician	2
beck depression inventory	2
bed	18
bed covers	2
bed sharing	3
bed wet	5
bedbug	12
bedding	10
bee sting allergies	2
beef broth	10
before	2
before and after photos	2
before and after pictures	2
before and after pictures of cosmetic filler	2
began	7
behaviour problems	4
belly button piercing	2
bellyache	2
bench press	3
bend	3
bend over row	3
benefits of chocolate	3
benefits of levemir	2
benefits of meditation	4
benefits of yogurt	2
benign	19
benign cystic mucinous tumour	2
benign essential hypertension	5
benign prostate hyperplasia	13
benign prostatic hyperplasia (bph)	15
benzodiazapine	2
benzos	2
benzoyl peroxide	25
bernadette dunham	2
best fruits	2
best mattress	2
best toothpaste	2
best types	2
beta-blocker	19
beta-blocker medications	11
beta-sitosterol	2
better drugs	2
beverage	16
beyaz	5
bifida	3
big breakfast diet	2
bigger boobs	2
bigger penis	3
bilateral tubal ligation	4
bilberry	3
bile acid	2
bile acid resins	2
bili-light	2
bilirubin in newborns	2
bill	3
binge drinking behavior	29
binge eating disorder	36
bio-identical progesterone cream	2
biologic drugs	6
biological agents	2
biological warfare	2
biopsy cone	2
biotherapy	3
bipolar depression	6
bipolar disorder	222
bipolar ii disorder	16
bipolar information	4
bipolar mania	6
bipolar two	3
bird flu virus	2
birth control directories	2
birth control implant	3
birth marks	2
birthing centers	2
bisphenol a safety	2
bit	2
bites bug stings	2
biting	19
bivalirudin	2
bka - below knee amputation	2
black	24
black eyes	2
black stools	5
black tarry stools	4
blacks eye	2
bladder cancer urine test	2
bladder empty	2
bladder structure	7
blalock hanlon operation	6
blanket	4
bleach	18
bleaching cream	2
bleeding after menopause	2
bleeding in cerebrum (brain)	4
bleeding in early pregnancy	2
bleeding in the eye	4
bleeding pill	4
bleeding ulcer	2
blepharospasm	3
blepharotomy with drainage of abscess of eyelid	2
blister	44
block dissection of cervical lymph nodes (procedure)	2
blocked arteries	9
blood coagulum	4
blood donors	10
blood elevate pressure	7
blood elevations pressure	7
blood hematuria urine	2
blood in the urine	11
blood levels	2
blood loss anaemia	6
blood pressure increase	7
blood pressure treatment	4
blood sugar goal	2
blood sugar management	14
blood sugars	2
blood transfusions	11
blood types	2
blood under a nail	2
blood urea nitrogen measurement	2
blood vessels	54
bloodshot eye	2
bloody diarrhea treatment	2
blow to head	8
bmp	3
bo	2
board certified	2
boceprevir	9
body changes	2
body fluids	3
body odor nighttime	2
body piercing problems	6
body surface mapping	2
body temperature (observable entity)	3
body wash	2
bolus	2
bond	4
bone growth	2
boob job	3
boost immune system	4
booster vaccine	2
boosting energy	2
borderline diabetes	3
boss	6
boston sclera lens	2
botox injection	6
botox therapy	2
bottle-feeding	7
bottlefeedings	3
bottles	2
bourbon vanilla extract	11
bourneville disease	3
bowel problems	9
bowel resection	10
bowels irritable syndrome	3
boxing	6
bph symptom	4
bra	4
brace	20
brain bruise (contusion)	3
brain cells	16
brain concussions	2
brain damage	31
brain diseases	3
brain stimulation	4
brain swell	2
brain tumor dye	2
brain-derived neurotrophic factor	3
bran	8
brand	2
brazilian butt lift workout	2
brca2 gene	12
break-through bleeding (finding)	4
breakfast cereal	25
breakout	2
breast biopsies	2
breast biopsy	24
breast cancer (brca) gene testing	4
breast cancer american cancer society	2
breast cancer and race	2
breast cancer genes	12
breast cancer information	5
breast cancer males	2
breast cancer recurrence	10
breast cancer treatment (pdq®)	2
breast cystic fibrosis	2
breast disorder	8
breast dysplasia	2
breast enlargement	13
breast form	2
breast lump	24
breast mass	10
breast masses	3
breast nodules	3
breast soreness	2
breast tumors	4
breast-conserving surgery	12
breast-conserving therapy	2
breast-feeding support	2
breast-feeding techniques	2
breastfeeding babies	2
breastfeeding benefits	7
breastfeeding positions	2
breastfeeding problems	7
breastfeeding tips	5
breasts cystic	2
breasts inflammation	2
breasts lumps	3
breath of life	3
breathalyzer test	2
breathing painful (finding)	3
breathing problem	2
breech	15
brenda goodman	2
brewer's yeast	2
bridget grant	2
bristol-myers squibb brand of warfarin sodium	2
brittle bones	7
brittle nails	2
broccoli cancer	2
broken cheekbone	2
broken hands	2
broken shoulder blade	2
bronchial adenoma	2
bronchial spasms	5
bronchitic asthma	17
bronchitis	72
brucellosis	3
bruised eye	2
bruises	18
brushing and flossing a child's teeth	4
brussels sprouts	10
bruxism (teeth grinding)	2
bryce dallas howard	2
buffalo	5
bufferin	6
bulemia	2
bulgur	2
bulimia eating disorder	4
bulldog	2
burger	10
buring	2
burn	37
burn second degree	5
burn treatment	4
burning calories	20
burns children	2
burns injuries	4
burrito	4
bursitis of elbow	3
butternut squash soup	2
buttock lift	2
buttocks	10
button battery	2
buzz	3
bypass heart surgery	6
bypass surgery	26
c	29
c-section	35
c. difficile infection	3
c/o - vomiting	2
cabergoline	4
caesarean	4
caffeine during pregnancy	2
caffeine health	2
cakes	3
calcification of breast	2
calcitonin (salmon)	4
calculus of kidney and ureter	3
calf stretches	3
calipers	3
calorie	20
calorie restriction	5
calories in food	2
camping	4
can't hear	2
can't poop	2
canadian medicaments	5
cancer death rates	5
cancer death statistics	2
cancer dietitian	2
cancer experts	3
cancer gene	4
cancer in the bones	2
cancer news	2
cancer nurse	2
cancer of bladder	2
cancer of rectum	2
cancer of the anus	2
cancer of the bones	3
cancer physical therapist	2
cancer prevention overview	12
cancer recovery	5
cancer social worker	2
cancer spread	4
cancer support	6
cancer treatments	3
cancer tumor	3
cancerous	11
cancers	40
candidates for cosmetic surgery	2
candidosis vaginal	2
candy stripers	2
cannabinoid receptors	2
cannabis	13
canned	3
canned fruit	2
canned pumpkin	2
canoe twist	2
cantaloupe deaths	4
car seat	9
car sickness	7
car sickness (finding)	3
carbon monoxide toxicity	2
carboplatin	6
carcinoembryonic antigen test	3
carcinoid syndrome	9
carcinoid tumor	5
carcinoma	24
cardiac blood flow	3
cardiac cath	10
cardiac catheterization (procedure)	9
cardiac ct scan	2
cardiac disorder	10
cardiac pacemaker implant	2
cardiac revascularisation with bypass anastomosis	3
cardiac valvuloplasty	5
cardio workout	8
cardiomyopathies	15
cardiovascular conditions	3
cardiovascular disease	72
cardioversion using medication (procedure)	3
cardioversions	5
care diabetics	4
care giving	8
care palliatives	2
caregivers	115
cares palliative	2
cares postpartum	10
caring for cat	2
carmine	2
carob	2
carotid arteriogram	3
carotid artery disease	11
carotid endarterectomy for transient ischemic attacks	2
carpal releases tunnel	2
carpal tunnel syndrome surgery	5
carriers	5
carrot juice	2
carsickness	3
carto navigational system	2
casein	2
casino	3
cassian yee	2
cat bad breath	3
cat biting	2
cat dental care	3
cat ear infection	2
cat medical conditions	18
cat scan - whole body	2
cat thyroid	2
cat urinary tract infection	2
cataract extractions	2
catheter central venous	6
catheterizing	2
cats health	3
cats with allergies	2
cattle	4
cause	138
cause of autism	4
cause rheumatoid arthritis	4
causes of depression	2
causes of diverticulitis	2
causes of kidney stones	4
causes of male infertility	3
cavities on baby teeth	4
ccsa-4	2
cd	3
cdd	2
cdn	3
celebrities with type 1 diabetes	2
celebrity	5
celiac disease diet	4
celiac disease screen	3
cell diseases	3
cell disorder sickle	3
cell phones brain tumors	2
cell sickle syndromes	3
cellulite	36
cellulitis (disorder)	2
cenestin	2
census bureau	3
center for science in the public interest	11
central	2
central line	7
central venous catheter	9
ceramide therapy	3
cereal recall	3
cereals	4
cerebral palsy	46
cerebral strokes	2
cerebrospinal fluid	7
cerebrovascular accident (disorder)	2
cervical cancer prevention	5
cervical cancer symptoms	4
cervical disorder	3
cervical malignant neoplasm	12
cervical pain	2
cervical stenosis	5
cervicodynias	2
cervix	51
cervix cryosurgery	2
cervix cryotherapy	2
cesarean delivery only including postpartum care	4
chamomile tea	5
charcot’s syndrome	4
charlotte grayson mathis	2
chd - coronary heart disease	3
cheating	9
cheddar	12
cheeks	4
cheese recipe	2
chelation	5
chemical compound	4
chemical exposure	14
chemical eye burns	5
chemical neurolysis	2
chemical peel neck	2
chemical skin peel	22
chemicals eye injuries	3
chemo side effects	3
chemodenervation	2
chemotherapy effects	3
chemotherapy-induced nausea and vomiting	19
ches	3
chest breathing pain	3
chest contusion	2
chest wall contusion	2
chest wall pain	5
chicken	77
chickenpox (varicella) vaccine	15
chickenpox/shingles virus	6
chickpeas	9
child birth	12
child counseling	2
child hygiene education	5
child immunizations	2
child mentoring	2
child molestation	2
child obesity causes	2
child sleep	2
child with special educational needs	3
child's brain development	2
childhood acute myeloid leukemia/other myeloid malignancies	15
childhood acute nonlymphocytic leukemia	3
childhood behaviors	6
childhood cerebral astrocytoma/malignant glioma	14
childhood cerebral astrocytoma/malignant glioma treatment	3
childhood development	4
childhood diabetes	12
childhood ependymoma treatment	6
childhood extracranial germ cell tumors treatment	11
childhood hodgkin lymphoma	2
childhood hodgkin lymphoma treatment	3
childhood hodgkin lymphoma treatment (pdq®)	3
childhood immunizations	13
childhood intelligence	4
childhood non-hodgkin lymphoma	3
childhood obesity prevention	2
childhood rhabdomyosarcoma	7
childhood soft tissue sarcoma treatment	7
childhood tv viewing	2
childhood vaccination	3
children and flu	2
children and sleep	9
children cancer	4
children computer sleep	2
children health	6
children nutrition	4
children weight	2
children with allergies	2
children's acetaminophen	2
children's allergies	6
children's hospital of philadelphia	3
children's meals	3
children's seizures	3
chili flakes	2
chinese	12
chiropractic medicine	5
chiropractic-related information	2
chlamydia infection	4
chlamydia rates	2
chlamydia tests	2
chlamydia trachomatis	4
choking game	5
choking hazard	7
cholecystectomy (procedure)	3
cholelithiases	4
cholesterol diabetes	2
cholesterol lowering medications	2
cholesterol medication	11
cholesterol screening tests	2
cholesterol screenings	4
chondroitin	19
chondroitin arthritis	2
choosing a doctor or health care service	43
chorionic villus biopsy	5
chromosome disorders	5
chromosomes	5
chronic abdominal pain	3
chronic airway obstruction	17
chronic bad breath	2
chronic blood loss anaemia	5
chronic bronchitis	56
chronic cluster headache	2
chronic constipation	18
chronic diseases renal	8
chronic disorders	4
chronic fatigue syndrome cause	2
chronic fatigue syndrome symptom	4
chronic fatigue syndrome virus	2
chronic female pelvic pain	34
chronic leukemia [obs]	4
chronic non-suppurative otitis media with effusion - serous	2
chronic obstructive pulmonary disorder	4
chronic pain relief	4
chronic pains	3
chronic renal failure syndrome	8
chronic renal impairment (disorder)	8
chronic serous otitis media	3
church	7
cider	2
cigarette smoking statistics	2
cigarettes	74
ciguatera fish poisoning	3
cimzia	40
ciprofloxacin	8
circulatory disorder peripheral	5
circumcise	6
circumcision newborn	2
cis	2
citizens	27
class of 1957	2
cleaning (activity)	16
cleanliness	6
clear	3
clear away	2
cleft palate	29
cleft palate repairs	2
clenching	2
climate change health	3
climbing stairs	2
clinical	2
clipping cat’s nails	2
clips	2
clitoral orgasm	2
clolar	2
clone	5
close head injuries	5
close wound	2
closed angle	2
closed fracture of mandible	3
closed fracture of metatarsal bone	4
closed head injury	6
closed traumatic dislocation acromioclavicular joint	2
clostridium	3
closure	3
closure of atrial septal defect	3
clotrimazole	9
clots	15
cloudy urine	3
cluster headache	16
cluttering	5
cnn	2
coagulation factor disorder	2
coccygeal injury	2
coccyx pain	4
cocoa butter	3
cod - dietary	2
coffee beans	3
cognitive disorders and delirium	4
cognitive function: planning	3
colchicine	10
cold legs	2
cold pack treatment	6
colitis causes	2
collagen (bovine)	2
collagen injections	3
collapse of vertebra	3
college drinking	7
colon	89
colon cleansers	2
colon disease diverticular	2
colon irritable	3
colon spasm	3
colonoscopy prep	2
color blindness	12
colorectal polyps	2
colostomy bag	5
colostomy or skin level cecostomy	4
combination	8
combined hepatitis a and b vaccination	2
combined hepatitis a and b vaccine	4
combivir	6
comfort foods	4
command	22
common cold symptoms	3
common ms symptoms	2
common phobias	2
commonlaw marriage	2
complaining	2
complaining of vomiting (finding)	2
complete blood	3
complete blood counts	3
complete cystectomy	5
complicating pregnancy	3
complications long term	2
complications pregnancy related	3
comprehensive cancer center	2
compress fracture spine	3
compressed nerve	5
compression fractures of spine	3
compression garments	2
compression spinal fracture	3
compulsive	3
compulsive behavior	7
compulsive exercise	2
computed tomography of entire head	2
computer	24
computer glasses	2
computerized axial tomography of head	2
concentrated motrin infants' drops	3
concentrating	2
conception image	2
conception myths	5
concussion (disorder)	2
concussion injury of brain (disorder)	2
condom use education	4
condoms	62
condyle and plateau; medial and lateral compartments with or without patella resurfacing (total knee arthroplasty)	6
condylomata acuminatum	3
cone-shaped cornea	8
confident girls	2
conflicts	3
congenital atrial septal defect	2
congenital cataract	4
congenital defect heart	7
congenital dysfibrinogenemia	2
congestive disease heart	9
congestive heart disease	13
congestive heart failure (chf)	64
conjugated estrogen	4
conjunctiva inflammation	5
connecticut	5
connie diekman	4
constipation in children	2
consultation	6
consumer complaint coordinator	2
consumer product safety	5
contact lens solution	4
contagious diseases	4
contaminate	9
contaminated beef	2
continuous birth control pills	4
contraception (finding)	29
contraceptive methods	35
contraceptives implant	2
contraceptives intrauterine device - iud	2
contraction stress tests	2
contused	4
contusion (disorder)	4
contusion of finger (disorder)	2
conversation	3
convulsions from fever	16
convulsions in children with fever	2
cookie dough	4
cooking spray	2
cooksey cawthorne exercises	2
cookware	2
cool	9
cool mi	2
copd treatments	4
coping with ra	3
coping with terrorism	2
copper intrauterine device	2
cord injury	2
coriander	14
cornea transplant	12
corneal abrasion symptoms	2
corneal abrasion treatment	2
corneal burn	2
cornell university	2
cornmeal	15
corns	20
coronary artery bypass grafting recovery	2
coronary artery disease diagnosis	2
coronary disorder	3
corporal punishment	3
corrugator supercilii	2
corticosteroid	35
cortisol	34
cosleeping	9
cosmetic procedure computer imaging; preview cosmetic surgery;	2
cosmetic surgery professional clinic	2
cosmoplast	3
cough medicine children	3
cough relief	7
cough up blood	3
counterfeit prescription drugs	2
counting calories	5
country living	6
cow	11
cox-2 inhibitor	3
cpap machine	3
cracks tooth	2
cradle cap	23
cranberry juice urinary tract infection	2
craniotomy for craniosynostosis; frontal or parietal bone flap	2
crash	4
crashes	2
crave	4
creation of kock pouch (procedure)	2
criminal	2
crizotinib	3
crohn s	2
crohn s disease	2
crohn's diagnosis	2
crohn's disease (disorder)	2
crohns treatment	2
crohns's	2
crons	2
crossed	2
crossfit	3
croup symptoms	2
crow’s feet	4
crt	4
crutches	2
cryoablation	11
cryosurgery of lesion of cervix (procedure)	2
crystals	3
cs - caesarean section	4
cs - celiac sprue	2
ct of lungs	5
ct scan of head	6
ct scanner	4
ctcs	2
cucumbers	8
curel	3
curettage and cauterization of skin lesion	2
curl up exercise (regime/therapy)	2
curtains	2
cutaneous ointment (qualifier value)	2
cutting heart disease risk	2
cvs - chorionic villus sampling	2
cyberbullying	14
cyberonics	2
cycling	8
cyclosporin	2
cymbalta pain	2
cyst of bartholin gland duct	2
cystic fibrosis support	2
cystourethroscopy	4
cytomegalovirus	12
daily videos	26
dalcetrapib	4
dalteparin (porcine)	3
damage	39
danazol	7
dangerous driving	3
dangers of snuff	2
dark circles under eyes	3
dark spots	5
dates	3
david schardt	2
david spiegel	2
dawn jackson blatner	4
dc	7
dcis	6
de quervains disease	4
deadly	4
deafness	24
death by fire	2
death diagnosis	2
death rates	7
decaf	2
decaffeinated coffee	5
decayed teeth	2
declawing cats	3
declawing kitten	3
decreased blood sodium	4
decreased consciousness	4
decreased libido	7
decubitus ulcer (morphologic abnormality)	2
deep brain stimulation depression	2
deep red birthmark	2
deep vein blood clots	3
deep vein thrombosis of leg related to air travel	5
deep wrinkles	3
defribillator	2
degenerative osteoarthritis	2
degenerative spondylolisthesis	2
dehumidifier	4
dehydration treatment	2
dehydroepiandrosterone	7
delayed ejaculation	7
delayed insertion of breast prosthesis	5
delayed puberty	6
delivery normal (finding)	2
dementia caregiver	3
dementia disorder	2
dementia praecox	3
dennis quaid	3
dental checkup	2
dental erosion	3
dental exam	14
dental surgery	3
dental x-ray	2
dentalgia	5
depilatories	3
depressed child	2
depressed employee	2
depressed teen	7
depression diagnosis	10
depression elderly	2
depression postpartum	3
depression resources	3
depression stomach	3
depression teens	2
depression tests	2
depression treatments	7
depressive disorders	132
dermabrasion	33
dermatological - retinoids (vitamin a derivatives) - topical cosmetic	11
dermatologists	2
dermatomyositis	6
dermatophytes	3
dermatophytoses	4
desensitization treatment	2
desipramine	21
desvenlafaxine	5
detached retina (eye)	5
detect ovarian cancer	3
detecting	2
developing countries	5
developmental care	2
developmental coordination disorder	4
device (physical object)	46
devilled eggs	2
dexamethasone suppression test	2
diabetes costs	3
diabetes drug	8
diabetes exercise	5
diabetes food	2
diabetes genetics	3
diabetes risks	4
diabetes shoes	2
diabetes u.s.	5
diabetes woman	2
diabetic chocolate	2
diabetic diet	31
diabetic diet for adults	12
diabetic eye care	3
diabetic foot problems	5
diabetic nephropathy	12
diagnose autism	3
diagnose yeast infection	2
diagnosing heart disease	2
diagnostic	6
diagnostic amniocentesis (procedure)	2
diagnostic arthroscopy of wrist joint (procedure)	2
diagnostic hysteroscopy (procedure)	4
diagnostic lumbar spinal puncture	5
diagnostic lumbar tap	4
diagnostic radiography of skull (procedure)	2
diagnostic ultrasound of heart	3
diagram	14
diaper dermatitis	9
diaper rash	72
diapering baby	9
diaphoresis	2
diarrhea symptom	4
diarrhea symptom (finding)	4
diastolic pressure	3
didronel	8
diet aids	2
diet diseases renal	3
diet for depression	2
diet for high cholesterol	5
diet good (finding)	19
diet mistakes	5
diet pictures	3
diet plan	20
diet pop	2
diet quiz	2
diet soft drinks	2
diet therapy	37
dietary finding	27
differin	6
difficult passing motion	3
difficulty breathing (finding)	2
difficulty hearing with background noise	2
difficulty speaking	5
digestive disorders	601
digit	5
digital audio player	10
digital dating	2
digital hearing aids	3
dilate	7
dilation and curettage (procedure)	2
dimethyl sulfoxide	2
dimpled	2
direct laryngoscopy with biopsy	2
disc	10
discipline children	3
disco biscuit	2
disease hb s	3
disease osgoods schlatters	2
disease outbreak	2
disease prevention in women	2
disease treatment overview	98
diseases fungal skin	4
diseases of the heart and blood vessels	15
diseases ovary polycystic	2
diseases sexually transmitted	2
dislocated shoulders	4
dislocation of toe joint (disorder)	2
dislocation shoulder	4
dislocations patella	2
disorder hyperlipidemia mixed	5
disorder of bursa of shoulder region	2
disorder recovery	2
disorder schizophrenic	3
disorders electrolyte	2
disorders seizures	3
dissociative disorder	3
distention	2
disturbance of hair cycle	2
disturbed sleep	2
diuretic	31
diverticular disease colon	2
diverticular infection	2
dizzy spells	3
dle	3
dm	17
dmard - gold compounds	4
dmd	9
dna fingerprinting	5
doctor discussion guide	9
